,fighter_1,fighter_2,winner,A_Sig._str._%,A_Td_%,A_Ctrl_%,B_Sig._str._%,B_Td_%,B_Ctrl_%
6727,Jim Miller,Charles Oliveira,Jim Miller,0.16,1.0,1.0,0.62,0.0,0.0
6728,Joe Stevenson,Mac Danzig,Mac Danzig,0.31,0.0,0.0,0.39,0.0,1.0
6729,Georges St-Pierre,Josh Koscheck,Georges St-Pierre,0.42,0.4444444444444444,0.7938718662952646,0.11,0.25,0.20612813370473537
6730,TJ Grant,Ricardo Almeida,Ricardo Almeida,0.33,0.0,0.06573957016434892,0.56,0.75,0.934260429835651
6731,Sako Chivitchian,Kyle Watson,Kyle Watson,0.27,0.0,0.5476923076923077,0.53,0.0,0.4523076923076923
6732,Cody McKenzie,Aaron Wilkinson,Cody McKenzie,0.0,1.0,0.4482758620689655,0.0,1.0,0.5517241379310345
6733,Nam Phan,Leonard Garcia,Leonard Garcia,0.44,0.0,0.7419354838709677,0.22,0.6666666666666666,0.25806451612903225
6734,Rich Attonito,David Branch,David Branch,0.4,0.0,0.03650586701434159,0.59,0.4,0.9634941329856584
6735,Jonathan Brookins,Michael Johnson,Jonathan Brookins,0.47,0.23076923076923078,0.8878787878787879,0.48,0.0,0.11212121212121212
6736,Johny Hendricks,Rick Story,Rick Story,0.41,0.46153846153846156,0.6879562043795621,0.44,0.4,0.31204379562043794
6737,Fredson Paixao,Pablo Garza,Pablo Garza,1.0,0.0,0.0,0.42,0.0,1.0
6738,Ian Loveland,Tyler Toner,Ian Loveland,0.39,0.0,1.0,0.26,0.0,0.0
6739,Will Campuzano,Nick Pace,Nick Pace,0.31,0.5,0.2857142857142857,0.4,0.7777777777777778,0.7142857142857143
6740,Stephan Bonnar,Igor Pokrajac,Stephan Bonnar,0.55,0.6,0.8963795255930087,0.41,0.0,0.10362047440699126
6741,Kendall Grove,Demian Maia,Demian Maia,0.26,0.0,0.0,0.53,0.38461538461538464,1.0
6742,George Sotiropoulos,Joe Lauzon,George Sotiropoulos,0.27,0.2727272727272727,0.8185483870967742,0.2,0.0,0.1814516129032258
6743,Quinton Jackson,Lyoto Machida,Quinton Jackson,0.32,1.0,0.33651551312649164,0.64,0.3333333333333333,0.6634844868735084
6744,Paul Kelly,TJ O'Brien,Paul Kelly,0.42,1.0,0.8656716417910447,0.46,1.0,0.13432835820895522
6745,Matt Hughes,BJ Penn,BJ Penn,0.5,0.0,0.0,0.77,0.0,1.0
6746,Tyson Griffin,Nik Lentz,Nik Lentz,0.51,0.6153846153846154,0.6767036450079239,0.57,0.5,0.3232963549920761
6747,Karo Parisyan,Dennis Hallman,Dennis Hallman,0.33,0.0,0.9206349206349206,0.71,0.0,0.07936507936507936
6748,Matt Brown,Brian Foster,Brian Foster,0.61,1.0,0.35275080906148865,0.56,1.0,0.6472491909385113
6749,Phil Davis,Tim Boetsch,Phil Davis,0.44,1.0,0.9761092150170648,0.36,0.0,0.023890784982935155
6750,Gerald Harris,Maiquel Falcao,Maiquel Falcao,0.13,0.2857142857142857,0.19205298013245034,0.55,1.0,0.8079470198675497
6751,Aaron Simpson,Mark Munoz,Mark Munoz,0.36,0.45454545454545453,0.522911051212938,0.48,0.25,0.477088948787062
6752,Mike Lullo,Edson Barboza,Edson Barboza,0.26,0.0,0.031055900621118012,0.62,1.0,0.968944099378882
6753,Vladimir Matyushenko,Alexandre Ferreira,Vladimir Matyushenko,0.57,1.0,1.0,0.6,0.0,0.0
6754,Krzysztof Soszynski,Goran Reljic,Krzysztof Soszynski,0.5,0.0,0.41824440619621345,0.31,0.3333333333333333,0.5817555938037866
6755,Kris McCray,Carlos Eduardo Rocha,Carlos Eduardo Rocha,0.37,1.0,0.7876106194690266,0.5,0.0,0.21238938053097345
6756,Kyle Noke,Rob Kimmons,Kyle Noke,0.65,0.75,0.7515527950310559,0.53,0.0,0.2484472049689441
6757,Duane Ludwig,Nick Osipczak,Duane Ludwig,0.42,0.0,0.21,0.54,0.4,0.79
6758,Amir Sadollah,Peter Sobotta,Amir Sadollah,0.43,0.0,0.18725099601593626,0.26,0.0,0.8127490039840638
6759,Nate Marquardt,Yushin Okami,Yushin Okami,0.34,0.75,0.4085510688836104,0.3,0.1111111111111111,0.5914489311163895
6760,Dennis Siver,Andre Winner,Dennis Siver,0.42,0.0,1.0,0.29,0.0,0.0
6761,Pascal Krauss,Mark Scanlon,Pascal Krauss,0.51,0.75,0.7124087591240876,0.35,0.75,0.2875912408759124
6762,Seth Petruzelli,Karlos Vemola,Karlos Vemola,0.3,0.0,0.0,0.42,1.0,1.0
6763,Brock Lesnar,Cain Velasquez,Cain Velasquez,0.47,0.3333333333333333,0.4301675977653631,0.46,0.5,0.5698324022346368
6764,Tito Ortiz,Matt Hamill,Matt Hamill,0.28,0.0,0.0,0.3,1.0,1.0
6765,Court McGee,Ryan Jensen,Court McGee,0.36,0.5,0.6,0.34,0.3333333333333333,0.4
6766,Diego Sanchez,Paulo Thiago,Diego Sanchez,0.42,0.25,0.8571428571428571,0.55,0.3333333333333333,0.14285714285714285
6767,Brendan Schaub,Gabriel Gonzaga,Brendan Schaub,0.26,0.0,1.0,0.33,0.0,0.0
6768,Chris Camozzi,Dongi Yang,Chris Camozzi,0.56,0.0,0.22560975609756098,0.52,0.6,0.774390243902439
6769,Jon Madsen,Gilbert Yvel,Jon Madsen,0.58,1.0,1.0,0.0,0.0,0.0
6770,Jake Shields,Martin Kampmann,Jake Shields,0.54,0.26666666666666666,0.6967340590979783,0.64,0.0,0.30326594090202175
6771,Patrick Cote,Tom Lawlor,Tom Lawlor,0.27,0.0,0.010126582278481013,0.65,0.8333333333333334,0.9898734177215189
6772,Mike Guymon,Daniel Roberts,Daniel Roberts,0.0,0.0,0.8947368421052632,0.2,1.0,0.10526315789473684
6773,Sam Stout,Paul Taylor,Sam Stout,0.36,0.5,1.0,0.47,0.0,0.0
6775,Cyrille Diabate,Alexander Gustafsson,Alexander Gustafsson,0.5,0.0,0.031746031746031744,0.5,0.6666666666666666,0.9682539682539683
6776,Michael Bisping,Yoshihiro Akiyama,Michael Bisping,0.44,0.0,1.0,0.28,0.0,0.0
6777,James McSweeney,Fabio Maldonado,Fabio Maldonado,0.49,0.0,0.2581818181818182,0.72,0.0,0.7418181818181818
6778,James Wilks,Claude Patrick,Claude Patrick,0.42,0.0,0.05786163522012579,0.57,0.6,0.9421383647798742
6779,Rob Broughton,Vinicius Queiroz,Rob Broughton,0.67,0.0,0.26535087719298245,0.45,0.7142857142857143,0.7346491228070176
6780,Paul Sass,Mark Holst,Paul Sass,0.5,0.0,0.0,0.3,0.0,1.0
6781,John Hathaway,Mike Pyle,Mike Pyle,0.18,0.0,0.10103092783505155,0.47,0.38461538461538464,0.8989690721649485
6782,Dan Hardy,Carlos Condit,Carlos Condit,0.21,0.0,0.0,0.44,0.0,1.0
6783,Spencer Fisher,Curt Warburton,Spencer Fisher,0.73,0.16666666666666666,0.21465076660988075,0.56,0.3333333333333333,0.7853492333901193
6784,Thiago Tavares,Pat Audinwood,Thiago Tavares,0.63,1.0,0.9726775956284153,0.37,0.0,0.0273224043715847
6785,Mark Hunt,Sean McCorkle,Sean McCorkle,0.25,1.0,1.0,0.0,0.0,0.0
6786,Steve Lopez,Waylon Lowe,Waylon Lowe,0.32,0.0,0.0,0.42,0.7142857142857143,1.0
6787,Sean Sherk,Evan Dunham,Sean Sherk,0.33,0.2777777777777778,0.9351145038167938,0.45,0.0,0.0648854961832061
6788,Matt Mitrione,Joey Beltran,Matt Mitrione,0.5,0.0,0.0,0.33,0.3333333333333333,1.0
6789,Melvin Guillard,Jeremy Stephens,Melvin Guillard,0.43,0.0,0.0,0.4,0.0,1.0
6790,CB Dollaway,Joe Doerksen,CB Dollaway,0.5,0.0,0.0761904761904762,1.0,0.0,0.9238095238095239
6791,Frank Mir,Mirko Filipovic,Frank Mir,0.31,0.0,1.0,0.27,0.0,0.0
6792,TJ Grant,Julio Paulino,TJ Grant,0.51,0.6666666666666666,0.7377049180327869,0.28,0.0,0.26229508196721313
6793,Rogerio Nogueira,Ryan Bader,Ryan Bader,0.22,0.0,0.026200873362445413,0.33,0.3125,0.9737991266375546
6794,Matt Serra,Chris Lytle,Chris Lytle,0.41,0.0,0.0,0.51,0.0,0.0
6795,Brian Foster,Forrest Petz,Brian Foster,0.62,0.0,1.0,0.14,0.0,0.0
6796,Yves Edwards,John Gunderson,Yves Edwards,0.43,1.0,0.9078947368421053,0.18,0.0,0.09210526315789473
6797,Rich Attonito,Rafael Natal,Rich Attonito,0.31,0.0,0.6701030927835051,0.27,0.2222222222222222,0.32989690721649484
6798,Jim Miller,Gleison Tibau,Jim Miller,0.25,0.0,0.3834355828220859,0.23,0.8,0.6165644171779141
6799,Tomasz Drwal,David Branch,David Branch,0.23,0.0,0.15313653136531366,0.48,0.3,0.8468634686346863
6800,Nate Marquardt,Rousimar Palhares,Nate Marquardt,0.37,0.0,0.38636363636363635,0.16,0.0,0.6136363636363636
6801,Cole Miller,Ross Pearson,Cole Miller,0.3,0.25,0.6610169491525424,0.36,0.0,0.3389830508474576
6802,Efrain Escudero,Charles Oliveira,Charles Oliveira,0.17,0.0,0.7229437229437229,0.38,0.2222222222222222,0.27705627705627706
6803,Jared Hamman,Kyle Kingsbury,Kyle Kingsbury,0.36,0.0,0.05016722408026756,0.36,0.6923076923076923,0.9498327759197325
6804,TJ Waldburger,David Mitchell,TJ Waldburger,0.63,0.8571428571428571,0.8728246318607764,0.72,0.6666666666666666,0.12717536813922356
6805,Dan Miller,John Salter,Dan Miller,0.31,0.0,0.07476635514018691,0.4,0.6666666666666666,0.9252336448598131
6806,Nate Diaz,Marcus Davis,Nate Diaz,0.28,0.2,0.9230769230769231,0.25,1.0,0.07692307692307693
6807,Kenny Florian,Gray Maynard,Gray Maynard,0.22,0.0,0.0,0.28,0.7142857142857143,1.0
6808,Frankie Edgar,BJ Penn,Frankie Edgar,0.4,0.3333333333333333,0.8254620123203286,0.24,0.6666666666666666,0.17453798767967146
6809,Nick Osipczak,Greg Soto,Greg Soto,0.43,0.0,0.07927677329624479,0.7,0.42857142857142855,0.9207232267037552
6810,Andre Winner,Nik Lentz,Nik Lentz,0.57,0.0,0.031055900621118012,0.71,0.3888888888888889,0.968944099378882
6811,Mike Pierce,Amilcar Alves,Mike Pierce,0.65,0.6666666666666666,1.0,0.4,0.0,0.0
6812,Demian Maia,Mario Miranda,Demian Maia,0.61,0.7142857142857143,0.8796433878157504,0.34,0.0,0.12035661218424963
6813,Randy Couture,James Toney,Randy Couture,0.72,1.0,1.0,0.0,0.0,0.0
6814,Joe Lauzon,Gabe Ruediger,Joe Lauzon,0.67,0.6666666666666666,1.0,0.12,0.0,0.0
6815,Matt Hughes,Ricardo Almeida,Matt Hughes,0.12,0.0,1.0,0.35,0.0,0.0
6816,Anderson Silva,Chael Sonnen,Anderson Silva,0.5,1.0,0.023731587561374796,0.52,0.42857142857142855,0.9762684124386252
6817,Jon Fitch,Thiago Alves,Jon Fitch,0.43,0.8181818181818182,0.8009868421052632,0.27,0.0,0.19901315789473684
6818,Ben Saunders,Dennis Hallman,Dennis Hallman,0.66,0.0,0.0,0.5,0.5,1.0
6819,Todd Brown,Tim Boetsch,Tim Boetsch,0.38,0.0,0.36901408450704226,0.53,0.5,0.6309859154929578
6820,Rodney Wallace,Phil Davis,Phil Davis,0.22,0.0,0.0,0.64,0.75,1.0
6821,Clay Guida,Rafael Dos Anjos,Clay Guida,0.21,0.3333333333333333,0.8416149068322981,0.26,0.25,0.15838509316770186
6822,Stefan Struve,Christian Morecraft,Stefan Struve,0.57,0.0,0.027303754266211604,0.5,1.0,0.9726962457337884
6823,Roy Nelson,Junior Dos Santos,Junior Dos Santos,0.39,0.0,0.8181818181818182,0.46,0.5,0.18181818181818182
6824,Dustin Hazelett,Rick Story,Rick Story,0.41,0.0,0.0,0.68,1.0,1.0
6825,Johny Hendricks,Charlie Brenneman,Johny Hendricks,0.66,0.0,0.288135593220339,0.27,0.5,0.711864406779661
6826,Tyson Griffin,Takanori Gomi,Takanori Gomi,0.21,0.0,0.0,0.33,0.0,1.0
6827,Brian Stann,Mike Massenzio,Brian Stann,0.59,0.0,0.47041420118343197,0.45,0.5555555555555556,0.5295857988165681
6828,Paul Kelly,Jacob Volkmann,Jacob Volkmann,0.39,0.0,0.3314447592067989,0.4,0.8571428571428571,0.6685552407932012
6829,James Irvin,Igor Pokrajac,Igor Pokrajac,0.5,0.0,0.515625,0.66,0.6666666666666666,0.484375
6830,DaMarques Johnson,Matthew Riddle,Matthew Riddle,0.33,0.0,0.10444444444444445,0.5,0.75,0.8955555555555555
6831,Darren Elkins,Charles Oliveira,Charles Oliveira,0.0,1.0,1.0,0.75,0.0,0.0
6832,John Howard,Jake Ellenberger,Jake Ellenberger,0.5,0.0,0.018050541516245487,0.56,0.7142857142857143,0.9819494584837545
6833,Jon Jones,Vladimir Matyushenko,Jon Jones,0.93,1.0,1.0,0.0,0.0,0.0
6834,Mark Munoz,Yushin Okami,Yushin Okami,0.36,0.06666666666666667,0.22564102564102564,0.26,1.0,0.7743589743589744
6835,Rob Kimmons,Steve Steinbeiss,Rob Kimmons,0.58,0.5,0.574438202247191,0.65,0.0,0.425561797752809
6836,Krzysztof Soszynski,Stephan Bonnar,Stephan Bonnar,0.35,0.0,0.26217228464419473,0.42,0.5,0.7378277153558053
6837,Seth Petruzelli,Ricardo Romero,Ricardo Romero,0.48,0.0,0.22903225806451613,0.63,0.14285714285714285,0.7709677419354839
6838,Brendan Schaub,Chris Tuchscherer,Brendan Schaub,0.83,0.0,1.0,0.2,0.0,0.0
6839,Kendall Grove,Goran Reljic,Kendall Grove,0.31,1.0,0.06264501160092807,0.25,0.6,0.9373549883990719
6840,George Sotiropoulos,Kurt Pellegrino,George Sotiropoulos,0.29,0.5,0.5991649269311065,0.36,1.0,0.40083507306889354
6841,Jon Madsen,Karlos Vemola,Jon Madsen,0.69,0.75,0.9816666666666667,0.38,0.0,0.018333333333333333
6842,Brock Lesnar,Shane Carwin,Brock Lesnar,0.53,0.25,0.48580441640378547,0.47,0.0,0.5141955835962145
6843,Gerald Harris,David Branch,Gerald Harris,0.27,1.0,0.7659574468085106,0.51,0.0,0.23404255319148937
6844,Chris Leben,Yoshihiro Akiyama,Chris Leben,0.43,0.0,0.04291044776119403,0.39,1.0,0.957089552238806
6845,Forrest Petz,Daniel Roberts,Daniel Roberts,0.3,1.0,0.11451942740286299,0.11,0.6666666666666666,0.885480572597137
6846,Chris Lytle,Matt Brown,Chris Lytle,0.38,0.0,0.5910931174089069,0.59,0.5,0.4089068825910931
6847,James McSweeney,Travis Browne,Travis Browne,0.54,0.0,0.0,0.43,0.0,1.0
6848,Chris Camozzi,James Hammortree,Chris Camozzi,0.55,0.0,0.6103542234332425,0.3,0.5,0.3896457765667575
6849,Chris Leben,Aaron Simpson,Chris Leben,0.45,0.0,0.16417910447761194,0.55,0.2,0.835820895522388
6850,Keith Jardine,Matt Hamill,Matt Hamill,0.28,0.0,0.0,0.38,0.2222222222222222,1.0
6851,Spencer Fisher,Dennis Siver,Dennis Siver,0.36,0.0,0.0,0.3,0.0,1.0
6852,Court McGee,Kris McCray,Court McGee,0.37,0.7142857142857143,1.0,0.28,0.0,0.0
6853,Brad Tavares,Seth Baczynski,Brad Tavares,0.52,0.5,0.867334167709637,0.5,0.0,0.13266583229036297
6854,Josh Bryant,Kyle Noke,Kyle Noke,0.2,0.0,0.0,0.56,0.0,1.0
6855,John Gunderson,Mark Holst,John Gunderson,0.52,0.5,0.9305210918114144,0.12,1.0,0.06947890818858561
6856,Jamie Yager,Rich Attonito,Rich Attonito,0.39,0.0,0.0,0.36,0.3333333333333333,1.0
6857,Ricardo Funch,Claude Patrick,Claude Patrick,1.0,0.0,0.264,0.72,0.5,0.736
6858,Tyson Griffin,Evan Dunham,Evan Dunham,0.37,0.0,0.0325497287522604,0.38,0.5,0.9674502712477396
6859,Mirko Filipovic,Pat Barry,Mirko Filipovic,0.42,0.0,0.985239852398524,0.37,0.0,0.014760147601476014
6860,Carlos Condit,Rory MacDonald,Carlos Condit,0.42,0.0,0.52,0.41,0.375,0.48
6861,Paulo Thiago,Martin Kampmann,Martin Kampmann,0.32,0.1111111111111111,0.181640625,0.4,0.3333333333333333,0.818359375
6862,Chuck Liddell,Rich Franklin,Rich Franklin,0.41,1.0,0.8529411764705882,0.46,0.0,0.14705882352941177
6863,Mike Pyle,Jesse Lennox,Mike Pyle,0.4,0.0,0.5540983606557377,0.3,1.0,0.4459016393442623
6864,James Wilks,Peter Sobotta,James Wilks,0.47,0.2,0.28905109489051095,0.26,0.16666666666666666,0.710948905109489
6865,Ben Rothwell,Gilbert Yvel,Ben Rothwell,0.61,0.7142857142857143,0.8846153846153846,0.54,0.0,0.11538461538461539
6866,Mac Danzig,Matt Wiman,Matt Wiman,0.5,1.0,0.7037037037037037,0.33,0.0,0.2962962962962963
6867,David Loiseau,Mario Miranda,Mario Miranda,0.2,0.0,0.08316008316008316,0.66,1.0,0.9168399168399168
6868,Jesse Forbes,Ryan Jensen,Ryan Jensen,0.33,1.0,0.9722222222222222,0.5,0.0,0.027777777777777776
6869,Todd Duffee,Mike Russow,Mike Russow,0.28,0.0,0.25,0.31,0.0,0.75
6870,Diego Sanchez,John Hathaway,John Hathaway,0.26,0.125,0.34818941504178275,0.48,0.0,0.6518105849582173
6871,Jason Brilz,Rogerio Nogueira,Rogerio Nogueira,0.36,0.23076923076923078,0.6319148936170212,0.34,1.0,0.3680851063829787
6872,Efrain Escudero,Dan Lauzon,Efrain Escudero,0.34,0.0,0.6762589928057554,0.23,0.0,0.3237410071942446
6873,Amir Sadollah,Dong Hyun Kim,Dong Hyun Kim,0.26,0.0,0.011968085106382979,0.75,0.75,0.988031914893617
6874,Aaron Riley,Joe Brammer,Aaron Riley,0.44,0.375,0.9026548672566371,0.34,0.5,0.09734513274336283
6875,Luiz Cane,Cyrille Diabate,Cyrille Diabate,0.25,0.0,0.8666666666666667,0.8,0.0,0.13333333333333333
6876,Michael Bisping,Dan Miller,Michael Bisping,0.33,0.0,0.0,0.23,0.25,1.0
6877,Melvin Guillard,Waylon Lowe,Melvin Guillard,0.66,0.0,0.02247191011235955,0.16,0.16666666666666666,0.9775280898876404
6878,Quinton Jackson,Rashad Evans,Rashad Evans,0.36,0.0,0.10810810810810811,0.55,0.25,0.8918918918918919
6879,Sam Stout,Jeremy Stephens,Jeremy Stephens,0.38,0.0,0.4,0.46,0.6,0.6
6880,Yoshiyuki Yoshida,Mike Guymon,Mike Guymon,0.3,0.16666666666666666,0.40675675675675677,0.74,1.0,0.5932432432432433
6881,Lyoto Machida,Mauricio Rua,Mauricio Rua,0.81,1.0,0.6091954022988506,0.6,0.0,0.39080459770114945
6882,Jason MacDonald,John Salter,John Salter,0.71,0.0,0.0,0.42,0.3333333333333333,1.0
6883,Tom Lawlor,Joe Doerksen,Joe Doerksen,0.45,0.0,0.43636363636363634,0.46,0.0,0.5636363636363636
6884,Joey Beltran,Tim Hague,Joey Beltran,0.6,0.0,0.10734463276836158,0.5,0.2857142857142857,0.8926553672316384
6885,TJ Grant,Johny Hendricks,Johny Hendricks,0.6,0.0,0.022222222222222223,0.65,1.0,0.9777777777777777
6886,Josh Koscheck,Paul Daley,Josh Koscheck,0.65,0.6666666666666666,0.9972375690607734,0.39,0.0,0.0027624309392265192
6887,Patrick Cote,Alan Belcher,Alan Belcher,0.59,1.0,0.4024390243902439,0.52,1.0,0.5975609756097561
6888,Marcus Davis,Jonathan Goulet,Marcus Davis,0.64,0.0,0.17898832684824903,0.31,0.8,0.8210116731517509
6889,Kevin Ferguson,Matt Mitrione,Matt Mitrione,0.23,0.4,0.5183374083129584,0.78,0.0,0.48166259168704156
6890,BJ Penn,Frankie Edgar,Frankie Edgar,0.27,0.0,0.0,0.26,0.07692307692307693,1.0
6891,Jon Madsen,Mostapha Al-Turk,Jon Madsen,0.32,1.0,1.0,0.15,0.0,0.0
6892,Matt Hughes,Renzo Gracie,Matt Hughes,0.56,0.0,1.0,0.31,0.0,0.0
6893,Alexander Gustafsson,Phil Davis,Phil Davis,0.0,0.0,0.1016260162601626,0.77,0.2,0.8983739837398373
6894,Nick Osipczak,Rick Story,Rick Story,0.68,0.5,0.19811320754716982,0.43,0.3,0.8018867924528302
6895,Paul Kelly,Matt Veach,Paul Kelly,0.64,0.0,0.6900212314225053,0.44,1.0,0.3099787685774947
6896,Anderson Silva,Demian Maia,Anderson Silva,0.54,0.0,0.9534883720930233,0.19,0.0,0.046511627906976744
6897,Terry Etim,Rafael Dos Anjos,Rafael Dos Anjos,0.35,0.0,0.20892018779342722,0.55,0.6666666666666666,0.7910798122065728
6898,DaMarques Johnson,Brad Blackburn,DaMarques Johnson,0.31,0.0,0.16956521739130434,0.44,0.8,0.8304347826086956
6899,Kendall Grove,Mark Munoz,Mark Munoz,0.34,0.0,0.3252279635258359,0.41,0.125,0.6747720364741642
6900,Jacob Volkmann,Ronys Torres,Jacob Volkmann,0.42,0.8333333333333334,0.7626903553299492,0.4,0.75,0.23730964467005075
6901,Charlie Brenneman,Jason High,Charlie Brenneman,0.62,0.6,0.76410998552822,0.38,0.0,0.23589001447178004
6902,Kenny Florian,Takanori Gomi,Kenny Florian,0.27,0.5,0.9292035398230089,0.17,0.0,0.07079646017699115
6903,Ross Pearson,Dennis Siver,Ross Pearson,0.33,1.0,0.46153846153846156,0.17,0.4,0.5384615384615384
6904,Gerald Harris,Mario Miranda,Gerald Harris,0.45,0.0,0.14893617021276595,0.4,0.0,0.851063829787234
6905,Rob Emerson,Nik Lentz,Nik Lentz,0.32,0.0,0.034420289855072464,0.47,0.2857142857142857,0.9655797101449275
6906,Caol Uno,Gleison Tibau,Gleison Tibau,0.21,0.0,0.0,0.37,1.0,1.0
6907,Nate Quarry,Jorge Rivera,Jorge Rivera,0.26,0.0,0.0,0.44,0.0,1.0
6908,Roy Nelson,Stefan Struve,Roy Nelson,0.6,0.0,1.0,0.4,0.0,0.0
6909,Andre Winner,Rafaello Oliveira,Andre Winner,0.3,0.0,0.302158273381295,0.35,0.0,0.697841726618705
6910,Yushin Okami,Lucio Linhares,Yushin Okami,0.69,0.0,1.0,0.18,0.0,0.0
6911,Rodney Wallace,Jared Hamman,Jared Hamman,0.51,0.8461538461538461,0.4268456375838926,0.48,1.0,0.5731543624161074
6912,Nate Diaz,Rory Markham,Nate Diaz,0.56,0.0,1.0,0.13,0.0,0.0
6913,Ben Saunders,Jon Fitch,Jon Fitch,0.56,0.0,0.055412371134020616,0.72,0.2857142857142857,0.9445876288659794
6914,Ricardo Almeida,Matt Brown,Ricardo Almeida,0.55,0.45454545454545453,0.9638009049773756,0.6,0.0,0.03619909502262444
6915,Kurt Pellegrino,Fabricio Camoes,Kurt Pellegrino,0.55,1.0,0.8027613412228797,0.72,0.2,0.19723865877712032
6916,Frank Mir,Shane Carwin,Shane Carwin,0.3,0.0,0.019230769230769232,0.77,0.0,0.9807692307692307
6917,Matthew Riddle,Greg Soto,Matthew Riddle,0.53,0.6666666666666666,0.9175050301810865,0.53,0.0,0.08249496981891348
6918,Georges St-Pierre,Dan Hardy,Georges St-Pierre,0.74,1.0,0.970889063729347,0.14,0.0,0.029110936270653028
6919,Jim Miller,Mark Bocek,Jim Miller,0.34,0.5,0.14098837209302326,0.37,0.5,0.8590116279069767
6920,Rousimar Palhares,Tomasz Drwal,Rousimar Palhares,0.0,0.0,1.0,0.0,0.0,0.0
6921,Cheick Kongo,Paul Buentello,Cheick Kongo,0.56,1.0,1.0,0.1,0.0,0.0
6922,Brandon Vera,Jon Jones,Jon Jones,0.62,0.0,0.0,0.64,0.6666666666666666,1.0
6923,Mike Pierce,Julio Paulino,Mike Pierce,0.51,0.6,1.0,0.27,0.0,0.0
6924,Brendan Schaub,Chase Gormley,Brendan Schaub,0.69,0.0,1.0,0.33,0.0,0.0
6925,Eric Schafer,Jason Brilz,Jason Brilz,0.33,0.6666666666666666,0.19553072625698323,0.48,0.5,0.8044692737430168
6926,Junior Dos Santos,Gabriel Gonzaga,Junior Dos Santos,0.57,0.0,0.9,0.47,1.0,0.1
6927,Eliot Marshall,Vladimir Matyushenko,Vladimir Matyushenko,0.19,0.0,0.0,0.3,0.6666666666666666,1.0
6928,Duane Ludwig,Darren Elkins,Darren Elkins,0.2,0.0,0.23076923076923078,0.0,0.5,0.7692307692307693
6929,Clay Guida,Shannon Gugerty,Clay Guida,0.42,1.0,0.9955555555555555,0.14,0.0,0.0044444444444444444
6930,John Howard,Daniel Roberts,John Howard,0.75,1.0,0.47115384615384615,0.41,1.0,0.5288461538461539
6931,Alessio Sakara,James Irvin,Alessio Sakara,0.44,0.0,1.0,0.37,0.0,0.0
6932,Chris Lytle,Brian Foster,Chris Lytle,0.14,0.0,0.0,0.22,1.0,1.0
6933,George Sotiropoulos,Joe Stevenson,George Sotiropoulos,0.22,0.6666666666666666,0.524671052631579,0.22,0.5,0.4753289473684211
6934,Wanderlei Silva,Michael Bisping,Wanderlei Silva,0.25,1.0,0.5865384615384616,0.23,0.5555555555555556,0.41346153846153844
6935,Krzysztof Soszynski,Stephan Bonnar,Krzysztof Soszynski,0.39,0.0,0.3153526970954357,0.3,0.4,0.6846473029045643
6936,Ryan Bader,Keith Jardine,Ryan Bader,0.46,0.3333333333333333,1.0,0.2,0.0,0.0
6937,Mirko Filipovic,Anthony Perosh,Mirko Filipovic,0.46,0.0,0.844,0.36,0.0,0.156
6938,Cain Velasquez,Antonio Rodrigo Nogueira,Cain Velasquez,0.51,0.0,1.0,0.13,0.0,0.0
6939,CB Dollaway,Goran Reljic,CB Dollaway,0.34,0.7142857142857143,0.751984126984127,0.4,1.0,0.24801587301587302
6940,James Te Huna,Igor Pokrajac,James Te Huna,0.42,0.5,0.8221225710014948,0.46,0.5,0.17787742899850523
6941,Chael Sonnen,Nate Marquardt,Chael Sonnen,0.69,1.0,0.931980906921241,0.45,0.0,0.06801909307875895
6942,Rob Emerson,Phillipe Nover,Rob Emerson,0.49,0.6363636363636364,0.8712241653418124,0.39,0.0,0.1287758346581876
6943,Joey Beltran,Rolles Gracie,Joey Beltran,0.44,0.0,0.45161290322580644,0.32,0.1,0.5483870967741935
6944,Melvin Guillard,Ronys Torres,Melvin Guillard,0.41,0.0,0.21867881548974943,0.12,0.38461538461538464,0.7813211845102506
6945,Mac Danzig,Justin Buchholz,Mac Danzig,0.49,0.5,0.6651162790697674,0.23,0.0,0.33488372093023255
6946,Matt Serra,Frank Trigg,Matt Serra,0.33,0.0,1.0,0.28,0.0,0.0
6947,Randy Couture,Mark Coleman,Randy Couture,0.65,1.0,1.0,0.47,0.0,0.0
6948,Chris Tuchscherer,Tim Hague,Chris Tuchscherer,0.37,0.14285714285714285,0.50293542074364,0.48,1.0,0.49706457925636005
6949,Demian Maia,Dan Miller,Demian Maia,0.38,0.5714285714285714,0.9663608562691132,0.21,0.0,0.03363914373088685
6950,Paulo Thiago,Mike Swick,Paulo Thiago,0.36,0.0,0.3333333333333333,0.11,1.0,0.6666666666666666
6951,Phil Davis,Brian Stann,Phil Davis,0.46,0.75,1.0,0.18,0.0,0.0
