,Striking,Grappling,Wrestling,origin_elo
Matt Sayles,1480.3946941430384,1476.2309752654253,1477.640010175516,2560.126235647662
Edwin Figueroa,1480.7559769050972,1473.9971071481677,1479.499985912608,2560.122251638922
Tucker Lutz,1478.908685948209,1478.298822433334,1477.0360671201117,2560.1120782798725
Willie Gates,1473.2578249194496,1480.1764821470445,1480.7933190347574,2560.109351314033
Louis Cosce,1479.3909468650993,1475.4758856887984,1479.341520297773,2560.093357007218
Sam Adkins,1477.932729726004,1477.9931916520939,1478.285742200845,2560.0933115337034
Jordan Radev,1473.5595992918354,1481.5326719566567,1479.088665714811,2560.082075205044
Hailey Cowan,1480.3851906529546,1481.3823424320394,1472.3810300279501,2560.06637702232
Steve Lopez,1474.8640478653895,1479.5025019821685,1479.7784986090867,2560.0578153633837
Herbert Burns,1471.0414796751747,1486.0829798701125,1476.9621340936233,2560.0435159447875
Kazuhiro Nakamura,1473.7345020679254,1480.175057692864,1480.1916270850875,2560.0349288426255
Patrick Williams,1481.4001717246756,1477.5500725377328,1475.149013284334,2560.032284373754
Jessica Rakoczy,1472.8728703164666,1484.4644198869285,1476.7449880404824,2560.0322001348313
Rafael Cerqueira,1466.7626517736242,1483.686947782895,1483.5878274234299,2560.0297805569157
Ramiro Hernandez,1472.7704874454437,1480.7915019782115,1480.503524150559,2560.0170050301235
Wagner Silva,1473.5341975035185,1480.282518275312,1480.2505067776824,2560.0158061893726
Joao Zeferino,1475.2109768424198,1482.4681610700948,1476.384081458278,2560.013521598337
Alex Soto,1474.9535457759293,1483.4709208381028,1475.633038887736,2560.0130469640753
Pearl Gonzalez,1479.743580111074,1479.2697127589947,1475.0512741318,2560.0109779615914
Townsend Saunders,1473.8367450907156,1476.4830247401403,1483.7210101782584,2560.0048651457246
Denis Stojnic,1477.7449641950286,1482.1143347176794,1474.1807080660326,2560.0003594557297
Roman Salazar,1475.1145996591647,1484.0757706215247,1474.8411746626605,2560.00009092848
Joey Gomez,1478.9689702626665,1473.3404017418934,1481.7233913537443,2559.9971411877823
Steve Berger,1477.405771674511,1477.977916891502,1478.6585192482842,2559.9956159223457
Yusuke Kasuya,1477.918892585232,1478.7262674729045,1477.3953564771507,2559.9946614231358
Larissa Pacheco,1476.7188788440617,1483.5057100900349,1473.7958693770743,2559.992598348114
Horacio Gutierrez,1473.7897316810725,1480.1300860620916,1480.1021990415372,2559.989016476894
Jesse Strader,1474.8014627081495,1481.062301772266,1478.151227280693,2559.9835833162056
Kevin Jordan,1474.277836129371,1483.402354988921,1476.3253069720988,2559.9832219948707
Devin Powell,1470.9555374088188,1480.4233196450107,1482.6124763881305,2559.981084602807
Gilbert Aldana,1476.1107273650036,1482.4349169384343,1475.4556507231712,2559.9776443655205
Enrique Marin,1479.8030760435695,1479.4734621188804,1474.7207873669763,2559.972708775293
Steve Montgomery,1472.3917991015664,1480.892672319533,1480.702250314818,2559.972630923737
Fabiano Scherner,1477.039716583173,1478.4473327169626,1478.514554191667,2559.972290267726
Valeri Ignatov,1473.8852451964594,1479.9101590870225,1480.192135570184,2559.96885785367
John Halverson,1471.2751677715953,1482.047350697485,1480.647896553795,2559.9674143590087
Val Woodburn,1478.4554818786223,1473.2184085420186,1482.3044475814006,2559.9667119874093
Ryan Thomas,1476.979436950054,1480.3712426125355,1476.6388409385843,2559.9667067553687
Nikolay Veretennikov,1472.1272395717515,1481.5543133532196,1480.2922024438283,2559.966171167243
Anthony Christodoulou,1474.8359967994584,1480.5052708843498,1478.6422393832906,2559.96483309053
Cortavious Romious,1479.9360150105638,1474.322617904719,1479.7204592633407,2559.962973902803
Ricky Rainey,1471.811260002476,1482.5161874274888,1479.633274195748,2559.9604014831643
Tim Lajcik,1476.932683419456,1484.0906071298155,1472.9109434717086,2559.945649603182
Matt Bessette,1473.5222927878676,1481.1128582876331,1479.3062514431422,2559.943404039733
Azamat Gashimov,1481.5734820934642,1476.5677809005929,1475.8038959883227,2559.9432677015648
Edward Faaloloto,1480.0654534898445,1484.0190640272422,1469.82559941201,2559.940159788362
Colton Smith,1476.9486968272925,1479.364894291855,1477.6227438950625,2559.934943860676
Yasuhiro Urushitani,1471.4746498830355,1481.3410571111651,1481.0917762524928,2559.9300424844405
William Macario,1472.2075410738616,1480.1124304927544,1481.5854646620699,2559.9264325350905
Collin Anglin,1479.2205019664316,1475.027935504652,1479.668041419685,2559.925431874082
Jorge Lopez,1479.6106850470449,1477.9850504228311,1476.3223767926822,2559.924871709629
Luan Lacerda,1478.1026456653874,1482.1361018250436,1473.6670774294437,2559.923731394276
Jose Maria,1474.576310242912,1480.4321066304437,1478.9027490167553,2559.9234086435417
Yosdenis Cedeno,1474.183058830591,1477.9993553980692,1481.7085438133,2559.913669307923
Scott Askham,1477.5342542967078,1483.8174631093166,1472.5099196852807,2559.9037481944215
Bruno Souza,1478.0173239345768,1480.4346919229656,1475.419047758363,2559.8991100017925
Tim Gorman,1481.6142797756747,1484.8534473703041,1467.3451858235899,2559.8969761618014
Michel Quinones,1473.6954803904273,1479.8479930927253,1480.3100172365582,2559.8918334012938
Pat Audinwood,1476.7347528063237,1476.7654303871816,1480.3359322374472,2559.878149210603
Matt Dwyer,1476.1059468027279,1480.030681521675,1477.6516692188902,2559.8503940615874
KB Bhullar,1473.112483871657,1480.8812871317855,1479.777761098137,2559.8460889194553
Hector Ramirez,1482.506640436763,1479.1190814829815,1472.1327177629412,2559.842560559977
Richardson Moreira,1473.3814234429283,1484.431593844082,1475.8901546683405,2559.8128299538093
Gaetano Pirrello,1468.3848347427956,1482.9879511560946,1482.2982568429845,2559.8076897330643
Bobby Hoffman,1481.9131314922195,1472.4998876498755,1479.2072545951312,2559.761033859379
Richard Walsh,1477.5386868672485,1482.741683443633,1473.294294000582,2559.734272877817
Jessin Ayari,1478.693280615411,1483.1653559044053,1471.6631048244208,2559.70810546704
Claudio Ribeiro,1471.9150910055869,1490.4565084684396,1471.087309759871,2559.7055517583367
Tom Niinimaki,1473.0793367828542,1485.2219838944318,1475.2093445446408,2559.7049994348477
Brendon Marotte,1465.8609097891724,1483.7735547441082,1483.774817388418,2559.6718300051552
Jose Johnson,1475.5967749574002,1477.945516196114,1479.8555135799654,2559.625193691823
Alex Da Silva,1475.4281772542838,1485.0042174658686,1472.880701226294,2559.590473527391
Tim Williams,1475.0070138447134,1480.18419005638,1478.0914112031428,2559.559561185568
Austin Arnett,1475.5630858369568,1471.4569772415014,1486.2225594760737,2559.5565147995835
Stefan Sekulic,1477.6330003703192,1481.8453467689783,1473.7576429176436,2559.5363848913016
Brandon Wolff,1476.6351132185594,1480.6195623472806,1475.9541133637667,2559.5167689919253
Mats Nilsson,1479.3887443226897,1477.996642265107,1475.8206427410705,2559.513957945192
Andre Winner,1472.1669034504268,1481.8101323997823,1479.2029901880378,2559.50740305214
Jason Witt,1469.6677794259253,1482.9117762295487,1480.5818714197924,2559.5064750728684
Moti Horenstein,1473.692066651759,1479.5407171564257,1479.9412594804178,2559.499008116348
John Allan,1476.4791064400208,1473.0807143117954,1483.5831619790538,2559.487515331739
Joey Gambino,1473.8861110570056,1481.4109537854954,1477.84188457349,2559.4795014147153
Dokonjonosuke Mishima,1482.958447249456,1475.908150295657,1474.2664010164629,2559.478862101365
Jason Tan,1473.7222976798296,1480.7912790438893,1478.6111433146054,2559.4708702982493
Dan Argueta,1477.4573927479835,1480.7433269121996,1474.8960269871345,2559.452956786491
Ryan Couture,1479.8190309779113,1484.2146570839482,1469.0253024244246,2559.451670164998
Crafton Wallace,1476.0409187556254,1479.4450146396744,1477.6009255310425,2559.445025843167
Kaan Ofli,1476.9361126310005,1485.2321865678982,1470.8718042135615,2559.4372024414447
Andre Gusmao,1472.4997981414288,1482.624521690358,1477.9309779415523,2559.435700189279
David Abbott,1483.6011724451296,1506.9581699878147,1441.7429381686654,2559.4175245029487
TJ Laramie,1479.1358352132766,1482.1976336345097,1471.6654852145898,2559.4046074303515
Juancamilo Ronderos,1479.019023318544,1474.0678091218958,1479.915004512249,2559.398678949424
Brandon Jenkins,1471.1890553534251,1481.5166433616419,1480.2799437580159,2559.3978809558866
Mike Rio,1473.2815386035231,1481.9940972562028,1477.7173760166177,2559.397124260639
Byron Bloodworth,1471.7937642107318,1483.2883567355477,1477.8908135497395,2559.3910389722682
Joachim Christensen,1471.197199688272,1479.0982489976352,1482.6736407573558,2559.3893716187767
Chad Reiner,1476.2535059760323,1477.1687393087718,1479.5652526208798,2559.3876679902714
Josh Ferguson,1476.8790570721155,1484.0747455060628,1471.982674375574,2559.371523075338
Terrence Mitchell,1475.6198654528623,1478.2149088698568,1479.1032340330194,2559.359232513322
Vaughan Lee,1467.991301526125,1482.2154264043907,1482.6791954645996,2559.355119613351
Josh Fremd,1469.4220302063156,1479.537892610057,1483.915251595835,2559.343265848368
Jarno Errens,1473.144663567481,1479.6018532314624,1480.13609604496,2559.3318867818884
Josh Clopton,1476.8623353967835,1481.3555867511575,1474.6498444304043,2559.3219601666224
Yao Zhikui,1476.8363909811173,1484.2424422246927,1471.748311705286,2559.3093689576904
Mike Grundy,1485.248830544216,1474.4692067535073,1473.1045788064318,2559.308623514904
Shanna Young,1469.2125181212466,1480.9232060305733,1482.6728430155915,2559.3041485880462
Liudvik Sholinian,1476.1128605528713,1481.7408642696503,1474.9671537090906,2559.295463688561
Michael Patt,1472.8350286368247,1480.5133978401816,1479.464500379113,2559.292509785846
Doug Evans,1481.9771370225158,1468.3152202179363,1482.484823147413,2559.2903452800183
Phil Harris,1474.0194219852797,1483.078852295579,1475.6870490823223,2559.2788838548804
Cristiano Marcello,1476.8584631084332,1482.3632618988947,1473.5574215283536,2559.273966347453
Peter Barrett,1473.5177842778223,1483.6569779692406,1475.5765725545011,2559.2613993751265
Konstantin Erokhin,1472.7476585893787,1481.1994591036723,1478.7734355605726,2559.2398045609416
Marcus Aurelio,1477.4338073219378,1477.0640703616407,1478.2087020562292,2559.224470382748
Talita Bernardo,1477.541615735039,1481.1452259746875,1473.950211555856,2559.189253025667
Dan Evensen,1477.3978133481353,1480.559673655047,1474.5677501796624,2559.123149832634
Laureano Staropoli,1471.9988177200737,1484.6633902264432,1475.8159791428368,2559.108967187857
Efrain Escudero,1461.3369255793864,1490.1915112820425,1480.7937792419245,2559.0870573312764
Luis Ramos,1475.3151914556113,1483.5298320860747,1473.5434209592538,2559.0517560771104
Alptekin Ozkilic,1479.2797168494658,1484.4238448903861,1468.6462481705976,2559.04365617841
Landon Quinones,1477.424781794559,1481.9369313141456,1473.005488696817,2559.036190440541
Ednaldo Oliveira,1477.9605823063155,1480.5021916152946,1473.8709291124471,2559.013430584471
Jon Olav Einemo,1471.6629776140703,1483.0669645134192,1477.573024237923,2559.004021658927
Erick Silva,1469.9296142869666,1464.6371065454186,1497.5003568665106,2558.9767962298706
Mariya Agapova,1476.6824204942254,1473.5222458046228,1482.034306584819,2558.9615991202622
Quinn Mulhern,1474.6443961443877,1479.2783543564904,1478.3009311631854,2558.9478673520557
Brandon Thatch,1466.5265286692513,1474.0626213893474,1491.4798996699417,2558.920272729766
Mike Ricci,1471.3709669112648,1481.1993929993205,1479.539489450989,2558.8906316870675
Jason Novelli,1479.9251013243943,1481.1661778875693,1470.9664558291436,2558.861830232856
Kleydson Rodrigues,1471.2994794622264,1482.1322191691038,1478.6175785212693,2558.856779281922
Cole Williams,1473.2822640747465,1479.654254450722,1479.12112109998,2558.85455492011
Antonio Mendes,1472.3447677834426,1478.4507511943593,1481.224617647072,2558.836084404423
Austen Lane,1473.519677508851,1483.9309098856763,1474.5567633626558,2558.833490811481
Sean Salmon,1478.4435416146127,1483.3442000278965,1470.2028220006014,2558.828180890013
Te Edwards,1482.7274976107144,1479.5132190127067,1469.7145530656373,2558.8085244693866
Josh Copeland,1472.9793977606118,1480.141297195348,1478.8429798839998,2558.8011108803535
AJ Cunningham,1473.4405131572703,1482.2776080562262,1476.2399550694197,2558.800159860361
Antonio Rodrigo Nogueira,1464.465399637181,1489.4678182950975,1477.9278429494493,2558.797373266679
Chris Fishgold,1474.8104881013692,1480.2101502631983,1476.8909363192772,2558.768239317119
Sarah Frota,1473.6063056353948,1482.1377103834927,1476.1484665214841,2558.761816145252
Anderson Dos Santos,1481.0549994039236,1482.556130692587,1468.2252997585686,2558.74620131905
Vagner Rocha,1467.6957418722104,1486.7042462437046,1477.413216320523,2558.7438555407284
Rostem Akman,1477.8221552669547,1479.6350329298173,1474.4038792684862,2558.738937928809
Oliver Enkamp,1476.2763405474577,1482.350487115666,1473.210384183927,2558.7308643895317
Kazula Vargas,1475.6713663918297,1483.5298595116137,1472.6078263763575,2558.7185534865257
Yaotzin Meza,1471.851075561676,1486.3828674804643,1473.5521488129823,2558.7175601544745
Jamey Simmons,1475.8843346801677,1482.653764286131,1473.2654569129663,2558.712148843462
Shayna Baszler,1479.3188527555956,1480.6951288897592,1471.6984214437837,2558.6595272751933
AJ Dobson,1475.734154181271,1480.4503350097414,1475.51923916345,2558.6483762699895
Roger Hollett,1473.1996283344288,1480.9728411550914,1477.498462308646,2558.6323314005267
Dennis Buzukja,1471.0756763932927,1481.2365869144246,1479.2238199492788,2558.559864766743
Chris Tuchscherer,1479.338764030208,1478.938858092597,1473.0973931678768,2558.4603288885783
Jeremy Kimball,1478.259247651178,1481.3642367350046,1471.6750358745685,2558.4209615229706
Justin Eilers,1475.6105254401084,1482.3499476789268,1473.2198212445603,2558.3518975858665
Geane Herrera,1470.1011234769703,1483.0758964372794,1477.9607577362153,2558.335284760326
Koji Oishi,1477.1356527730059,1478.433848306862,1475.5046238725681,2558.282680936941
Frankie Perez,1477.6297340522087,1469.0359408102092,1484.350786530827,2558.27158132635
Alex Nicholson,1473.1264455364128,1479.1818888470013,1478.67101635856,2558.231529680335
Yanis Ghemmouri,1473.2357372872195,1483.326108801932,1474.39060292675,2558.223511085848
Kevin Aguilar,1478.0370855498177,1474.424584657055,1478.5051874548267,2558.221857351813
Carlos Huachin,1473.8417689671448,1478.7996117282048,1478.3054300038702,2558.211249287013
Alberto Crane,1473.1894162728395,1482.3711287238175,1475.3688703655803,2558.207286975792
Wagner Prado,1473.7344964735285,1481.1426934947929,1476.051370644131,2558.2034112575006
Joe Charles,1459.705398011299,1485.3187507988555,1485.7489395005484,2558.1949792158143
Mike Breeden,1474.0563918137589,1474.3260224751377,1482.4978804881216,2558.1789289348258
Vanessa Melo,1472.44779607649,1480.3498090896003,1478.0690336946277,2558.168512394971
Chad Griggs,1474.3224901344865,1476.046124167446,1480.5013607653132,2558.1679469522787
Elizabeth Phillips,1478.5323510229366,1487.1964321794078,1465.0597775659833,2558.1656108919647
Christophe Leninger,1471.0387817836897,1479.7040071851045,1480.0990175312563,2558.1579599563997
TJ O'Brien,1475.2378382195868,1473.868620391256,1481.7161401069259,2558.143488810233
Amar Suloev,1474.1084444220003,1473.523649393464,1483.180386696396,2558.1422381718635
Reese Andy,1471.7182523960953,1481.6886834193908,1477.4016357277294,2558.1383000650835
Jon Delos Reyes,1476.7205040252263,1477.6010846503038,1476.4968158611507,2558.134331816136
Don Shainis,1471.4065748373016,1483.8796682755967,1475.4988410735928,2558.130764524294
Louis Gaudinot,1467.5202310149264,1482.2525917186704,1480.9769994546646,2558.1206474692626
Bobby Moffett,1478.8281457230853,1478.510777252209,1473.4484439477535,2558.1198408217247
Pete Williams,1480.0197729366082,1484.7141010102937,1465.9557686357414,2558.097106369995
Nohelin Hernandez,1476.1282380287175,1478.302482172979,1476.3166415138974,2558.0937492428675
Mehdi Baghdad,1473.4098882265516,1479.5270383472428,1477.7568251190912,2558.0661035458797
Clay Collard,1477.8542036702422,1479.6099908928309,1473.2038045818008,2558.0516457432955
Renee Forte,1472.4804758148196,1478.693122216295,1479.4629210973708,2558.034916932835
Jay Silva,1471.80552324062,1480.7504045071582,1478.0576769605786,2558.024189704196
Brad Scott,1472.440243576874,1476.361534205683,1481.793847761891,2558.0142020426456
Henry Briones,1474.5738166025828,1477.9013271362908,1478.01236110222,2557.9446461821794
Luigi Vendramini,1484.3215933809179,1477.5819393658494,1468.4354829959746,2557.882277947645
Fernando Bruno,1474.9794000140275,1479.1632625052034,1476.2130804404815,2557.868887663
Viacheslav Borshchev,1460.0898744054737,1480.036129276661,1490.0586846946692,2557.8593137894904
Felipe Colares,1476.2045260018883,1477.3892649244856,1476.7316562834505,2557.849727285056
Hatsu Hioki,1480.509459283938,1467.0287582065914,1482.7085215995469,2557.8323237574245
Pat Barry,1476.8358540611507,1480.1089432126041,1473.328669359279,2557.824073616957
Danny Martinez,1472.945740355005,1483.5611597588675,1473.6543448103544,2557.7685580899347
Mark Striegl,1471.0089927867505,1481.40620853338,1477.7174562527077,2557.7491456463645
Jason Dent,1466.6928886440016,1477.4424645426018,1485.847073669778,2557.6875868576376
Christian Morecraft,1485.6006685471718,1470.7648873936364,1473.530480710408,2557.626004317376
Saparbeg Safarov,1474.707910848242,1481.4628037185762,1473.6798708126,2557.582417588597
Kron Gracie,1464.0960778115648,1480.5239084324278,1485.1063538402693,2557.5514170237084
Felipe dos Santos,1469.7578940832152,1481.634426757111,1478.3897830029778,2557.550623596607
Carmelo Marrero,1469.0895961865622,1480.0695231597972,1480.5590154320346,2557.5154023362484
Alvin Robinson,1475.4346195403823,1474.6563045311036,1479.6474442048689,2557.5134588450564
Alex White,1475.3476142495529,1467.874972261526,1486.3950939375884,2557.4749055162506
Robert Whiteford,1476.7993324288675,1471.383958213954,1481.311674528188,2557.3797719238364
James Moontasri,1471.6486829545731,1480.752017814255,1476.8387319788344,2557.230733542785
Leonardo Mafra,1461.8631591354263,1483.6536786909915,1483.586007304939,2557.2054229963087
Lucio Linhares,1478.3849892551534,1471.3374568029137,1479.3860322835912,2557.154496850359
Karl Roberson,1446.8562320628675,1487.3949555952474,1494.0939346121572,2556.9617509134123
Kuniyoshi Hironaka,1475.4262582045465,1479.6435461515612,1473.658284146994,2556.93105216048
Bart Palaszewski,1471.5628903160166,1479.8749785206646,1477.2546164703951,2556.913861296438
Terry Martin,1476.0882213100383,1476.4023723960488,1476.1544153913512,2556.8793988740053
Shane Roller,1474.1814967923797,1475.4916065888863,1478.9493727301258,2556.8687517544004
Akbarh Arreola,1467.3479852235448,1477.639883136291,1483.5298790203715,2556.8321485621277
Mario Miranda,1465.4137597147133,1488.6044390925513,1474.1893478813217,2556.6804447670065
Kyle Daukaus,1468.006018233736,1478.2277698797443,1481.9759756104947,2556.6485486865004
Papy Abedi,1476.787227556429,1483.4157680327978,1467.6564975243698,2556.450361545798
Francisco Rivera,1474.856578492938,1474.0103792333175,1478.9502576050734,2556.4041913753695
Sam Sicilia,1460.5457536733115,1477.3925684363705,1489.7117094567764,2556.3887961608634
Michael McBride,1470.4619344801947,1477.4203980454665,1479.8754050398936,2556.376448756726
Ryo Chonan,1474.3322637248912,1473.3151807758188,1480.0970642838815,2556.364716832559
Eric Shelton,1467.131221335263,1476.6073822044125,1483.8858489484503,2556.3177804229917
Darrell Horcher,1476.8186776862274,1472.3001550821677,1478.5388325549366,2556.313406605455
AJ Fletcher,1470.2055123949742,1476.599491121988,1480.8094544137266,2556.2955514062455
Ray Rodriguez,1479.641480301726,1474.3730215625517,1473.3881329727865,2556.1665257424065
Rafael Alves,1475.8809750392313,1481.1834840508302,1470.3066656965714,2556.155483748881
Justin Levens,1471.5768701343447,1479.3590862317399,1476.4170130599778,2556.1394694311475
Derrick Krantz,1480.6480910625808,1478.5026618054198,1468.1626259705147,2556.12800673785
Chris Wilson,1468.439204728346,1478.6704839826925,1480.1941029331779,2556.1210222802406
Isaac Vallie-Flagg,1469.3542016806684,1479.0148736985473,1478.6396991934298,2555.946424839339
Anthony Njokuani,1473.5033442623953,1472.7670303627349,1480.7046219725662,2555.922731384275
Goran Reljic,1484.8388045347465,1468.2998372039424,1473.6604966747025,2555.8415339853973
Mike Perry,1484.827931399455,1463.8743984136256,1477.7977064182007,2555.685485596718
Rogerio Nogueira,1464.6605270500552,1475.0721285114853,1486.6617270499669,2555.6273856893026
James Irvin,1467.4912400025462,1478.793590868199,1479.8935735858956,2555.473735536702
Kevin Casey,1470.658616888994,1484.4346699761359,1470.9651293494728,2555.410234897544
Mike de la Torre,1477.806905778534,1469.2411844250678,1479.0073021280423,2555.3953722517326
Jack Marshman,1479.9438773912123,1474.087246278666,1471.8373719677234,2555.2832209737558
Jason Gonzalez,1468.6321631495011,1478.343915278945,1478.5981065765648,2555.1190820099296
Daniel Sarafian,1466.8566181541569,1483.9686673793599,1474.6814760649886,2555.0962408166815
Preston Parsons,1466.4621690015367,1484.6741875047014,1473.8429841692916,2554.7958584083544
Dwight Grant,1483.7694782868145,1463.5058351011403,1477.479416884484,2554.6754434542027
Travis Lutter,1472.6080949699012,1467.4564487419104,1484.6803051817146,2554.6582235045785
Jason MacDonald,1452.1396911666686,1487.4890720511003,1484.6553756786955,2554.5126749861156
Francisco Prado,1474.4446840136914,1480.164856028436,1469.7708959093713,2554.427844684627
Russell Doane,1475.6165286255798,1463.1293857847168,1485.2760094811765,2554.2585153895634
TJ Brown,1478.5340163246083,1466.7235375109062,1478.810127841068,2554.255305783429
Brian Johnston,1457.2188822416642,1489.4319038041635,1476.3612718736365,2553.72999197638
DaMarques Johnson,1465.1751265031407,1475.8426673600352,1481.903397128204,2553.6028290523154
Emil Meek,1461.9669607516387,1479.183634286802,1481.6901907702097,2553.5734647148797
Anthony Perosh,1453.9995316139548,1469.6270620489588,1498.932600543189,2553.5695174424804
Mike Brown,1463.8850454639303,1474.9926522255228,1483.7391752513995,2553.4378180460785
Christos Giagos,1448.002972134806,1482.4524992039887,1490.4493111622862,2552.609874001806
Jesse Butler,1472.1943300765274,1474.4591737809915,1474.4622700116208,2552.533052938634
Will Brooks,1461.8656412881264,1475.8710674921144,1483.215802613243,2552.4842170248
Marcin Prachnio,1456.89761765668,1484.4325634699858,1479.3751573379582,2552.379587751887
Ricky Glenn,1465.9600375403295,1469.8073303300002,1484.7853550517402,2552.24606386868
Caol Uno,1467.055825684723,1476.4981423953154,1476.904305769362,2552.1649414903386
Darrick Minner,1474.8861014768652,1459.2125664926157,1485.3467723995016,2551.635820570249
Tyson Nam,1470.916711673361,1474.4207304088013,1473.552639111528,2551.2486831298406
Guido Cannetti,1467.7152071594999,1470.683045671025,1480.2962225012898,2551.1513981931853
Craig White,1469.443844304135,1478.7342586441223,1470.3844952782097,2551.068557135549
Darren Stewart,1475.9010799354596,1470.9992899684894,1470.9081294247146,2550.6261258855966
Daniel Pineda,1462.9804755248401,1478.0671014191807,1475.9395047520493,2550.174827291711
Kimo Leopoldo,1463.841456992805,1467.6049374939475,1484.6263656162268,2549.668901887121
Marlon Moraes,1462.4973665783266,1465.4742753809282,1487.870925715355,2549.5633529372953
Marcin Held,1476.0259092633798,1467.0781907647117,1472.5710254072983,2549.399209128172
Luke Sanders,1477.1845791389887,1480.3256545259533,1457.6150308693543,2549.133166884381
Joe Riggs,1465.5922915620383,1485.4510264384428,1463.8990151555045,2549.024488624295
Matthew Lopez,1475.9742701877724,1474.7080575740763,1463.906066186252,2548.781056102532
Trevor Smith,1455.6710602612536,1480.2836137173267,1477.2524602843853,2548.037017811637
Chris Lytle,1452.8527753291717,1452.3225708066177,1507.1052380528918,2547.820290959016
Hacran Dias,1463.3820555419345,1475.6954615577124,1473.517038105407,2547.6296036376834
Sam Alvey,1461.6497988931487,1464.4459751212166,1484.427531024338,2546.477418615002
Michael Johnson,1421.2145441451614,1507.737186164039,1480.0678632203178,2546.315589782451
Manvel Gamburyan,1456.8011834164856,1479.5500579736304,1473.6086254058257,2546.1461943344675
Chael Sonnen,1462.6610656609237,1490.243594626956,1456.6724388398668,2545.996456871593
Jordan Wright,1474.8782002143673,1471.184954845422,1462.259872993637,2545.163022872693
Jai Herbert,1462.856359316711,1476.0132714692231,1469.3492917933002,2545.103386277283
Dalcha Lungiambula,1470.1253929905054,1466.1396008515019,1470.7736043781297,2544.4073957674163
Clay Guida,1421.5809042245892,1481.6497656306146,1502.4700498072866,2544.3259511739384
Mark De La Rosa,1461.232096006839,1475.4706261050114,1470.1042781675956,2544.2915311704987
Hannah Cifers,1459.1987983741044,1485.7099493942208,1460.8172699595807,2543.7339253777254
Joe Soto,1451.8024027115548,1472.8586854742894,1480.7200296160152,2543.535871577625
Kalindra Faria,1469.3235438570712,1466.5275787694852,1469.6199390654176,2543.5010479893326
Jesse Forbes,1469.296513478694,1469.8889412733686,1466.044444120306,2543.362352543264
Sam Stout,1459.6514457681844,1456.2107460902375,1489.1187247047562,2543.3455637070156
Dusko Todorovic,1455.6395368976252,1480.1535072052693,1469.2580220205118,2543.316732446672
Forrest Petz,1464.2848690442743,1470.549842868988,1470.0585451066934,2543.171080386693
Peter Sobotta,1463.9330936093434,1483.7955143569473,1456.9005695597643,2543.090344556006
Tarec Saffiedine,1464.6421250840579,1461.688539825929,1478.0117318345528,2542.878019384684
Mara Romero Borella,1467.664668981189,1474.6012634608373,1462.0686326725174,2542.859247662136
Genaro Valdez,1463.4041412111624,1472.2547591587154,1468.5148253628415,2542.7586493196563
Damacio Page,1471.24041342759,1469.6485362250803,1463.2498220797795,2542.737740300327
Roque Martinez,1462.4214516536015,1473.3644763253928,1468.2812539123536,2542.7011666620715
Hu Yaozong,1462.678201215697,1475.6334420710523,1465.741533076647,2542.6993171541003
Joey Beltran,1480.1093798202091,1466.2694339282843,1457.5415663467302,2542.6555501547227
Dmitrii Smoliakov,1458.2553311220051,1472.5154741634276,1473.0825762018023,2542.5936971340566
Caio Machado,1461.640413015992,1476.4811017893433,1465.58906104813,2542.506723052384
Zelim Imadaev,1469.1648393060252,1468.6910711693884,1465.8740861847027,2542.495943779187
Connor Matthews,1470.2991410857421,1470.4919842383906,1462.392490114245,2542.1876475054655
Diego Saraiva,1464.2866080347483,1470.8372182594637,1468.0570241075027,2542.181901264841
Mike Santiago,1468.1920427962816,1464.2096375128997,1470.738606203665,2542.158489334187
Ariane da Silva,1444.887648168908,1472.893987474815,1485.0720474533691,2542.155778133567
Cole Escovedo,1462.214899080544,1472.5096742362555,1468.323953265743,2542.1117960362067
Joby Sanchez,1455.522058665529,1476.3099947878168,1471.1508758171951,2542.1094711656388
Rayanne dos Santos,1463.8927370670078,1475.6118441764063,1463.474033896725,2542.079563703934
Wulijiburen,1469.2188626708985,1469.1682762203552,1464.5436734166346,2542.036125161275
Garett Whiteley,1457.7996391966099,1473.2210208431513,1471.864500913978,2542.035616065726
Justin Jaynes,1460.7143902270016,1464.0759150880567,1477.9212204803255,2541.9394070085987
Josh Parisian,1453.3689461937151,1472.5540088027406,1476.4235227058468,2541.755893275433
Daiju Takase,1463.0971029256177,1469.599953317018,1469.731121438752,2541.7487532610944
Niklas Stolze,1458.9759399297686,1466.0174385407404,1477.281225684669,2541.687971242714
Shannon Ross,1457.3225606085275,1472.421284143025,1472.455994744139,2541.6412296219037
Fabio Cherant,1460.8285093346901,1471.6338439698325,1469.7530435824394,2541.6333554472963
Jay Perrin,1464.4035474868497,1471.4250733606968,1466.3695805553127,2541.6154790181313
John Albert,1457.0636554958683,1470.0766090661984,1474.987189974978,2541.603223022987
Jeff Curran,1459.1955464608864,1471.8916263455694,1471.0624721497566,2541.602132412712
Denys Bondar,1467.1898033225846,1465.1335846599338,1469.8475501184948,2541.596773774623
Jeremy Larsen,1466.238333671404,1473.1475768862374,1462.7264970192443,2541.5718442521897
Angela Magana,1466.92400875437,1466.7730151643896,1468.4228198049268,2541.565404076448
Brad Imes,1472.5089594023407,1459.2520645883283,1470.2883263237954,2541.5442128850505
Jake Lindsey,1462.8728540709346,1466.3508042166006,1472.7996242877125,2541.5193096859093
Antonio Arroyo,1460.6088538517429,1469.3114189287505,1472.0935378059276,2541.5179821898746
